v0,v1,v2,v3,v4,v5
-2.4056218207635416,7.879079372650537,4.107096523636294,-8.179650146071447,-0.6299496461644583,3.4673831868441702
-4.14110713134043,6.071893860586277,-0.2874522968975606,-4.681948958243929,-3.6445588662162907,0.5813968519599478
-2.2774244186604524,7.05188972742161,7.007507435544939,3.6032070208591085,4.066123378258931,2.615927533073374
-3.373819129058206,4.483503424207456,-1.1288897231799562,-5.655575313480907,-4.742825667682537,-0.35534662092033875
-5.070208161833469,-2.8530486223649154,9.020054178338572,6.078555650688082,-5.644483146434927,9.66382725674642
-0.9873911729959394,7.150548076093316,6.228594099174167,0.8667802835626941,6.49485334866999,4.092321933777908
-8.382465517162894,-2.930670032864767,-7.0182596432097455,2.8321755465681675,-7.330817639785442,0.5665546954611325
-6.05756320081731,-3.8085800537021153,8.865443337944503,7.757676959991622,-5.081923868008515,6.812458329300142
-2.0801927188439278,5.30799107798645,-2.1738007400210853,-5.663793830250664,-3.7672285499408105,0.22461576181035764
-0.3625241811892437,7.466321436082775,4.06241665104153,1.7380104915921588,5.37212310671782,3.1854154851133245
-2.9616736343440526,4.364826559982047,-3.2625819353486376,-2.920317383083419,-3.794135699460833,-1.3488647095488353
-1.0439251682132609,6.520047886178584,5.79828917319367,-7.266934744295704,-1.6879289164739069,1.8438304949629405
-2.430092718173683,4.442547306156026,2.668216378150884,-8.009187145726349,-2.7920105319921356,3.199474787899455
-9.448668015852146,-2.266753567703632,-9.574227218754015,3.108528175780079,-7.373161389552637,2.007835871196175
-0.3172004635795307,4.892399583588108,4.877983994503554,-7.61855970179882,0.9354227439499132,2.5671657193910664
-7.081490634344088,-7.998982294068235,5.653094573884878,7.481405287406178,0.8574006497590849,7.4552417505463175
-7.980983733494823,-7.3567920808440475,4.565038809668045,8.331194717523756,-1.1258567626142262,6.307569976210205
-3.098415909678047,6.288788762318073,7.200676939968515,2.9531551290724125,4.517141249470912,1.6421938697406728
-8.863674862038524,-2.48321856020155,-9.56900354342596,2.5978278993563046,-7.0508133452931,1.4689134494922067
-3.8181914317887315,5.561153534871665,6.095089784059917,2.3133979052745164,4.289989633467111,2.7890916116883067
-3.0950861951432382,4.988556984817965,-0.28452441564492115,-5.810367455886883,-2.1258288141485346,-1.5733363371201559
-5.136902963682379,-2.6618343245633413,8.007822506724072,5.597420531218707,-6.4334968458117014,7.0090805365546
-6.525936266722961,7.730977980625519,3.60224389905765,8.430755918743404,-2.2368928135928834,4.584368672515731
-7.452352974692173,-6.373885338188751,5.347143840326528,7.528031386078737,0.6554184793752993,7.111568105892513
-0.9711416264212699,5.919564801209367,8.018391663750291,1.5515979209107962,6.418846200830151,4.003075471296501
-4.302743751251741,-2.016743437759482,8.632643720744568,8.439547646971828,-8.946891067417951,8.605094458450923
-6.677243806415984,-6.01885519269627,6.671021871379143,8.539117209561372,-0.5677122749395014,5.1073067619247
-4.475668641399152,-3.728372027604434,9.377354121919115,7.100281565210569,-7.654048558584466,10.652173945012674
-3.1306601717225235,7.319148252095654,3.4948661826296856,9.987279662640223,-4.402804076201306,6.59130835729734
-8.076793382314047,-1.9906843787806578,-8.195043200075068,1.0225523916227208,-5.914598257003475,1.4515956611800989
-6.044230553374164,-8.129841855324251,4.793904542296177,7.960789370129584,0.6788911666299762,7.55165997733406
-5.032864898234471,-3.229089778192407,8.698600445044127,6.260844111211136,-5.960004499700819,8.548933367239385
-1.84843619718747,3.0315975952453487,4.646897370624225,-8.401918612619507,-2.0258778753885665,3.289102631372951
0.820483337794677,7.236682648148494,5.443982939271167,2.2415248512658086,6.489275516362064,3.22670825083701
-4.097053568230521,5.99388174444828,-1.9423730419608076,-4.345226358032994,-2.9173158832422676,-0.9663285055570545
-0.9587550570629235,5.826052764440168,3.8016204002118554,-8.611928255069483,-2.18958572729312,3.101147259423018
-0.13401797610442756,7.668984782047099,6.278184342966566,2.089402274750705,7.763366775517978,3.5085365296202715
-5.563349197029947,8.436069804890629,2.3979690173527914,9.534018478232644,-5.369227994656233,5.310495552632727
-5.775907378420626,-3.3479762725925917,8.624744278655925,7.346145379131633,-5.818168123231794,8.901729618072721
-3.7730384851150225,3.4510267794475893,-2.187090250866235,-4.388997489019397,-4.744962686228968,0.7503174480997683
-4.271885425113113,7.696144007784342,2.229358389214763,10.395239381411903,-3.0166486466486466,5.952878187964216
-7.005954494837534,-7.4654030481397085,6.275279290685429,7.834907607991794,0.28753697466261674,6.438869679721645
-1.9983357283193879,4.0634054231725845,-1.6065922483821153,-5.049388744306027,-4.565586296963324,-0.1769699211071616
-9.785790355882991,-4.624484167618018,-9.305993215947602,2.9202670979618484,-5.42305399648936,-0.3991560520877617
-6.711258164870275,-6.5540137806204894,6.820756979896485,8.171429402787435,-0.7136744661658274,6.261616894581493
-3.5381700557049554,9.132017213393286,1.1894005182502538,9.942656298778031,-3.8555283831616864,5.609004135198714
-5.015500450653415,-4.024560102115083,9.535069684461389,6.8864582142236275,-5.595227720209781,8.538145945476108
-8.771804061529199,-5.26639971500781,-9.859068421871738,2.382487236096,-5.907524797680766,1.8282589558558962
-3.738122050559742,-3.462449953866172,6.670762279009234,9.080666316377775,-7.530255746611459,11.30736467744855
-4.518061757429384,-3.9449314230678,9.389751305145431,6.29804806414046,-5.811092102755555,11.386314953809041
-0.8613751847757593,7.634162389745207,6.51302351600998,3.2888031889376457,4.953458194828121,3.7760016946225496
-9.213038688651114,-3.64607664036356,-8.560976911932121,2.349359827878158,-10.203032597846235,1.5881285180086733
-3.4873822774409806,7.548968034333169,-1.981009611807325,-3.5767519160107875,-2.9825673963289874,-0.044682115811262885
