x,y
-12.226840454591459,3.160098312243723
0.6513546768048151,-7.94493795475449
-1.0846855529429804,-2.7809255168474523
-2.264844345972108,-4.102707872903446
-9.246901215549219,2.386364565091615
-0.4213138230454754,-2.222567493852618
3.31478026853845,-4.934628899546097
2.6678412917524046,-6.198400241856153
3.2106554586709244,-6.688156430852402
-0.9740514101020926,-4.286457666323973
-10.281081057510132,2.910874038671806
-10.090896559498667,2.283834530177006
-0.2072492384972211,-3.701923280390298
-0.257708472891218,-3.3432883959648345
2.5431736894536776,-7.725129395822062
-2.970764853150902,-3.051671298565945
1.3315891862097784,-7.293003692520136
2.5947571610007407,-7.452709217010713
-1.0838802446986127,-2.4652843694644306
0.3161695103431752,-3.3745673733220807
0.2570708504010297,-2.1177975930583197
-9.192209082494838,2.393922262755027
3.4124032972712106,-6.587108460606742
-9.889958657104724,4.24778038884774
-8.52591297782918,1.9866744488917498
-10.45986122878009,1.9498654737477898
0.22645073248659608,-4.080194661917213
-10.053456346228288,4.607999707571903
-10.131068363922195,2.8166959017845077
-10.642942756869555,2.155096696583196
2.1628388541867447,-7.631368568710481
3.0196059154754264,-7.157849727018451
2.37129609628371,-8.04800219062611
1.1411028894727697,-6.865369648291708
-10.003696109292978,2.4843637527365834
0.22557221635389513,-1.4897914229828113
-10.852449459421585,3.9666645090747803
-9.496996484401462,2.572841568865209
2.4569214964556947,-7.949069896278983
-9.230738813592195,2.7239664933849643
-1.5684369361587955,-4.389310848851732
2.3924614528004997,-6.747725053138935
1.5501404438757094,-7.3026717454368395
-9.212371310982642,4.118334191436345
-0.21406082114825742,-2.215965480250326
-1.8919276320992668,-4.364694487034803
-9.189276976937698,1.7475385544137878
1.3601260354271458,-7.460222153407746
-9.55896520795043,4.042476984059571
3.6859142370562283,-6.224751418864039
-9.423789808662788,2.932662466238916
-9.764278054261064,1.9828471375943257
2.759752890700625,-7.543824856022878
1.5372926630922272,-6.537446676892831
-1.3426846521615168,-2.117176063402688
3.7824669689025874,-6.765585214716241
-1.0680301679692055,-1.9658955696829348
3.0899052253785975,-7.328882420583398
-10.261562328878787,4.819491899525957
-2.875211798634991,-4.322007797958793
-9.762383976251604,3.463945943623001
-0.6088713552919536,-2.498889841576722
-9.893101309566601,2.7355555012158814
-0.3987619716485114,-4.2466132022111385
-9.963416268360822,5.602980320296098
2.3889464336941755,-6.240265030956188
-0.8110017391434938,-4.248085726366664
2.4329959224235784,-6.569668553702943
1.5301320575110187,-7.834415560816477
-0.6963582673259842,-0.7098902795145894
0.2378244755518255,-2.3489298467794386
-1.4038674662610648,-2.6098389919943927
0.9578728438548594,-6.8050469352114735
-8.850818258484574,5.186773891048812
-2.254220930168718,-3.314936594255909
-10.691881955727712,1.6492778448242
-0.44801751984145166,-2.2868370487018663
-0.46971207634355244,-3.5802149971215136
-10.197402473286127,3.952641797755101
4.209660208686164,-7.0391594028390365
-1.9542284223144462,-4.022472850971836
2.824709842343097,-7.511918884766626
-1.2884586600976418,-2.9181604995159907
1.1375112587183973,-1.9834291105114707
-1.4319570633888303,-2.442067109915128
-0.9287178917394864,-3.4753128950080363
-10.093202779815071,2.734209747063674
-2.1631831717220535,-3.9605421818630653
1.529318706288683,-1.453979499190714
2.8841284541907926,-6.865832818857668
3.089551731653012,-5.0901329526660115
1.7585264373249485,-7.034445126625827
-11.2928333192115,3.369160540944416
-1.5289243426062997,-2.7675490583900926
1.1250040016928287,-3.3296677218181863
2.974215658954451,-5.753084093352762
-1.1132329802761185,-2.647440920940431
4.768598498828486,-7.349155461315946
2.2929313750059035,-6.604594058366679
3.8596064397478336,-6.4438393771739
3.0969068190440034,-6.4682038611462085
-9.020722131502678,1.8956258744365297
-9.098278177346646,1.8141068757149186
-11.45270111883814,3.91836911494417
0.9343831286410402,-8.032936173794033
-1.0345964599308712,-4.558766981869427
3.1365869251278196,-7.321863645254419
-8.803514042615385,4.43952513358991
-0.26536591420594,-2.8481652120825647
3.541156964265647,-7.921742355533444
0.35854225705165166,-1.9558490366934485
-8.672935512468193,4.609465937187119
2.4502359688318975,-7.746688546733562
2.757534176185587,-6.195270689932992
1.851896203338685,-7.9081891839292595
-0.10420910997572397,-1.3615679178895042
2.1255885988212886,-7.322398606758184
-8.931275124182267,3.5942338737064135
-8.094369283592169,2.6534416030146093
1.0302760975730805,-2.366718767324711
-9.673173248404776,3.8598958323018437
-10.653690097596874,4.643990468563768
-0.6653294070811804,-2.141042361321176
-0.39340684877654375,-2.4093977991796813
1.704929893755672,-6.50816979521588
-10.247142983592843,1.6339530245819105
-9.430312963169502,3.0362455017047187
1.4282632372913773,-7.209162099968795
-1.1695444145121021,-0.8840038885633237
-11.118914156997427,2.8068630885121775
-9.335641559200258,2.3788245712645386
2.561523829182497,-7.703203632445671
-9.054464479875259,1.882802470312557
-2.1839450423759486,-2.7553326499188375
-9.681807381443994,2.8153996574062385
2.4860982479204097,-7.231658834492932
-10.820879771804229,2.5640475229742763
4.759804131119708,-8.482525708327026
0.9944740366385805,-6.839393609752174
-9.329457366540758,1.6216400645978473
3.645013830914655,-6.6411378304900195
-9.934662779344487,4.1116693718988575
2.635067736883957,-7.186490221752147
-0.5100573666029691,-2.3253675140685006
-0.5167984360763628,-0.2628951687782024
-2.0253478678801207,-1.74294871843582
0.9183203206170629,-0.8560108254781424
-8.921222702132736,2.4021682592773694
-9.848052947580324,3.339534208441659
-1.2276419826361131,-2.4563155483279893
4.386069386279615,-8.972244982561987
1.1059568850674075,-6.672031416862441
1.064533164986069,-6.7886743771106675
