x,y,z
-1.946068632650165,-4.022965264439166,-6.299491275218338
-0.6985671357713747,-3.350586251011269,-4.3584709807468265
8.623300340631495,-10.00487528212146,4.097766557529643
7.462493667012819,-3.02906839631819,1.7781019307838968
11.621704650709768,-9.338610558586002,1.2881326177961328
9.706031150619335,-8.653736873976294,1.5594549307745447
8.109920172049815,-8.286131131238118,1.739338958061873
8.630507493591216,-7.093968385725412,2.075929478632955
5.390261014120289,-4.038060744271237,3.3142902129069216
0.6698598576218897,-2.8726591211998995,-6.809556017453698
-0.19199669531385266,-2.0209987852368956,-2.8819192134822136
-3.448448925208812,-3.6024400015046005,-1.4616623815722507
0.9569466681857051,-4.1266029770215935,-4.008852349393016
-1.6206441771947042,-2.820272955940584,-6.48952127916272
-0.684244382549243,-3.31609658891797,-4.894128118067737
-1.240068601531331,-4.235138337030298,-3.630283049206442
6.410339895959714,-5.835819064893234,2.57109952584625
-1.138981113277505,-2.5959506551542466,-6.257693376833147
6.259230750867198,-3.230868289361101,2.2110072030271146
-1.1470307244541003,-5.327760251826641,-7.203183141541218
0.9233419912086849,-3.6059958018356917,-5.947319100848785
-0.08784295616412274,-4.635731252735383,-4.776866524297167
1.9386300394426308,-3.7644417360791675,-1.509044401763557
-0.6938639908165336,-3.4607697885699196,-1.2681822358884625
7.005012804836095,-2.3100050480041903,2.403579260426989
-0.5872592472317995,-3.7135871623666192,-0.4232395881183577
-0.1442503366712865,-4.383868686290355,-2.465857725966345
5.772832696011099,-2.822725902801466,1.8756049622204278
0.6727046808844814,-3.146511230454364,-2.7025325981030286
0.1555121758058895,-2.0795566229085694,-5.10087846765597
9.195767757848259,-10.18329326919528,2.2297587716195313
-1.3331994896484265,-4.556267922712804,-3.1451883676679255
-0.6976058348563879,-4.078532913530335,-2.201346500429353
-0.6853853013068216,-3.8248607868110627,0.49853822136857273
-0.30288232721587627,-2.1552989497823103,-2.879003097269967
6.851562676057466,-8.949995675727475,1.7960477318113055
-0.9335796822397517,-3.424047818059329,-2.2941556341216747
8.907221629417739,-9.183152906526935,2.005035850582987
9.515843091957807,-8.383890858912691,0.39270798945558605
-0.4840923412681819,-6.1163294408619135,-2.993153839363292
9.230849584947059,-10.533344336135677,2.868111711120012
9.126547879866017,-10.12004748410915,3.2625747568138195
-1.5049896697725536,-4.790769380777469,-2.658206839680223
-2.3937026317130865,-2.600913864771152,-3.1745166337959767
11.359381990012059,-8.848247197853436,2.161145057673769
-2.109814341048351,-3.589501989099827,-1.0821372170850594
4.9753206917057415,-3.067244430770941,2.0277301511705943
5.870293062622951,-5.374087889962934,2.565211604199766
4.728665256170589,-3.2528625842150554,1.5240404176310054
-0.7359036659541578,-2.936279316347135,-0.5479009018451109
-1.014397893213686,-4.617812227853511,-6.945907083417695
-1.5415460873089022,-4.752657837260156,-6.887595834610682
6.416167669534596,-2.5528476240797255,2.391647760744227
9.32829130922922,-8.474815120788445,1.3328047022988168
0.9224696710981675,-4.268511216514801,-5.523268246785589
-1.6240705102130721,-4.194705950437349,-6.870281429595526
11.264777609270475,-8.107795902298923,2.674416092429099
-3.465991949072295,-2.820412734891717,-6.219779582842067
-1.2464060283802572,-2.063510511145677,-4.89423208226421
0.4252573594921738,-4.26223104927127,-6.399666909813438
5.495152988210974,-2.599732659135129,1.775868134582884
8.704228347425833,-9.910689358549858,1.0948933298880434
-0.3244880764298216,-3.5704348701732798,-2.4408279231230456
-1.860847401092702,-4.313992612392935,-6.210362179273632
-0.12166379841277408,-3.6723396915238866,-3.5735701089577985
-0.8069321543263432,-2.594896196886757,-5.643630539692834
9.207182157539703,-8.938918643159646,1.24304815518654
5.791571558319993,-4.077977343419717,2.4075147449453533
8.269838893434796,-10.12123718170846,2.6251479767253887
-0.7015509895140924,-3.5137159854768893,-4.941747433267088
6.479469555126482,-4.813221944299736,2.405133190154419
6.664276445900984,-2.2548702996126195,4.280686713173422
8.368643752772343,-7.942584816820793,2.4497720455315974
1.1559460885138972,-5.991373173272066,-6.419661351284476
-2.65776008372411,-6.5895642308671665,-6.262763939373875
-2.2519372328095084,-3.715352950787326,-2.327093111956082
6.777489277860997,-2.9224123888911446,4.125640879771158
-0.819315313787946,-4.130343567134173,-7.137020313553843
-0.17143029472672877,-2.8594499771211646,-1.8648063113282909
-0.8466633121870191,-4.862567086740496,-7.5109753140280535
10.012813530113228,-9.78290502875582,2.2610683111624104
-0.3531332359328405,-3.3180150727300006,-1.0355874160668956
-0.4301288709267309,-3.949851708772319,-2.044905877341284
0.8972284049648742,-3.9115662692161592,-3.0939254370924325
9.12936004986291,-8.795256122983035,0.38941064883125565
-2.5806475288495547,-2.8112065145395815,-4.941679098342993
1.1732380351294287,-3.515251896703309,-8.119579022332605
-2.3657731869875054,-4.244676106310258,-6.182550366982459
7.294689926602428,-2.6191087754823466,3.6512945242827666
-1.231228821461152,-4.126521276770351,-2.1754432409303175
5.3185950293876605,-4.657061460882777,2.9645941972583914
0.6670942142838199,-4.315460642661664,-5.878898059099207
6.498856221206284,-4.126045073134024,2.2343216568742927
10.672568718284607,-8.836040157267226,2.103035501805394
4.848387989930164,-2.461215069026748,2.895763077322497
-0.11453206136896599,-4.851122802206025,-6.759510881460063
-0.7957935531270357,-2.8101205272252336,-6.785070968059253
6.410643467456543,-3.5065810636371695,5.272318305713471
9.037137229473615,-8.165881517828533,2.338001417789374
-0.48282468791735655,-5.304933220291624,-5.0441639155046065
-0.3439420247272944,-3.0122630313987298,-2.9965512731410846
9.3059584875941,-8.58916855774733,2.0920914500541556
8.873317472239615,-8.730711185790852,0.011584221796193228
7.37637006150219,-3.0720636892638207,2.6707946843733184
9.052815724384482,-9.39981752164636,2.5795113148405573
-2.667565106794096,-3.659064263286466,-1.6719759654560842
-1.253399733751348,-3.3601175284616143,-2.3518785445028754
-0.19855141421064748,-6.692703728675438,-1.7604972519267978
9.532462560619622,-8.382233056580382,3.339683635275125
8.505160958232397,-6.932941383465337,3.418844617235488
-2.025267632557364,-3.5023656453622105,-6.1272001026055944
-0.6124283980573002,-3.7525934027441723,-3.837939611308219
-2.0841624181405534,-3.117816173840507,-2.2205669683183906
9.20604481388183,-8.730343597428018,1.4646374740034873
10.828604762224575,-9.830293474447103,1.552796793860984
-1.135394184034196,-4.466586095338086,-2.3473033906316783
6.717707282690111,-1.8882428474655462,1.9085141561967407
-0.2568905916725276,-5.257078177176524,-6.1489821782428855
0.13865232799249227,-3.1585873641870075,-2.911256902390305
8.499450762162274,-9.043175798800608,3.6747907958600443
5.802172147888951,-4.97529983608622,4.093528965845914
6.086787689431458,-1.9072424165041806,2.9680797504426613
-1.2682203279990163,-3.775514164298479,-5.265476084447426
-1.3702029298726104,-3.0706623209699018,-1.1645848788614384
-1.1060195917683306,-3.086282604639736,-1.6235473293373532
5.2937032440592,-4.967966391790653,1.6403899347294537
8.00889095116876,-5.431830419130396,2.7147166443250406
0.08202500231658805,-4.098651319457743,-1.3444354734222714
7.518872719568229,-3.080374523890922,1.0693776533877029
5.855492904286461,-2.507033486173295,4.986786954131226
-1.9408006304152492,-2.5261088827567972,-6.101271446208029
5.492938869897106,-1.141724080668442,1.680305293991183
7.321185738697011,-3.9305216344951885,3.4407721623308336
0.058331840937989154,-3.1353577756842843,-5.337119006647932
-0.04450092747060175,-4.437752932199828,-5.325563965529664
-0.10579458617432358,-3.3727586638396407,-3.8005744464294295
-1.1396103440250314,-5.2652587502030235,-5.1314480443940145
-0.7058132074235159,-3.603655976635417,-8.556464645951255
9.178812420710182,-8.017349188599686,1.9035826740093877
-1.1905013100448096,-3.805184521487977,-2.1168937105185477
9.505513254457268,-9.685696911258582,1.6184666967837
5.978536798361241,-3.1036212027751326,4.687763149879263
9.004385911825066,-10.073152822005508,1.3926861864534938
10.620576728647748,-9.880417089545842,0.33289246044355036
0.5723512675134192,-4.099634738508611,-5.457190095983919
-0.5968018152597542,-3.1241196241422498,-4.2842888657821305
-0.8495416654014369,-3.183816797374433,-2.7932609439449188
-2.9475142539394485,-3.731244913767872,-2.2898134844185822
0.00924075703771221,-3.2118323200542003,-1.2441054363062214
-1.1315490929146585,-1.6337286367753334,-1.4845297938026043
8.336313255627681,-6.904143211783726,-0.12648476793364738
-0.6349568660201483,-4.95757319486544,-1.141105200462455
9.784151853996454,-8.60732875926104,1.9547394435196896
-1.0568355225268324,-3.978548516813409,-2.504891277143929
-0.8719464350072256,-4.58493508847277,-3.7507375424472666
